"","LATITUDE","LONGITUDE","STATION","STRATUM","YEAR","DATETIME","WTCPUE","NUMCPUE","COMMON","SCIENTIFIC","SID","BOT_DEPTH","BOT_TEMP","SURF_TEMP","VESSEL","CRUISE","HAUL"
"128142","60.164","-174.308","QP2726","43","1994","07/09/1994 10:00","0.4042","17.417","Arctic cod","Boreogadus saida","21725","99","-0.3","6.2","89","199401","159"
"128148","60.17633","-172.3185","QP2423","43","1994","07/03/1994 13:00","0.6373","23.709","Arctic cod","Boreogadus saida","21725","55","-1.1","5.7","89","199401","130"
"128201","61.32967","-173.59183","T-25","82","1994","07/19/1994 09:00","1.8846","79.5843","Arctic cod","Boreogadus saida","21725","73","-1.4","7.1","88","199401","175"
"128221","61.33633","-175.00633","T-27","82","1994","07/20/1994 11:00","3.0189","127.332","Arctic cod","Boreogadus saida","21725","86","-1.4","7.3","88","199401","180"
"128284","59.657","-171.25233","O-22","41","1994","07/03/1994 09:00","2.2734","131.3637","Arctic cod","Boreogadus saida","21725","71","-9999","5.9","88","199401","128"
"128311","59.65817","-173.2365","O-25","43","1994","07/08/1994 16:00","0.2624","9.9756","Arctic cod","Boreogadus saida","21725","95","-9999","6.1","88","199401","153"
"128332","60.31117","-168.6815","Q-18","20","1994","06/26/1994 16:00","0.1009","5.4396","Arctic cod","Boreogadus saida","21725","33","1","2.8","89","199401","94"
"128349","60.313","-174.1075","Q-26","43","1994","07/09/1994 12:00","0.6162","35.0075","Arctic cod","Boreogadus saida","21725","91","-1.2","6.5","89","199401","160"
"128373","60.3175","-170.0395","Q-20","20","1994","06/27/1994 06:00","2.7694","138.6616","Arctic cod","Boreogadus saida","21725","51","-9999","5","88","199401","94"
"128401","61.34083","-176.9635","T-30","90","1994","07/21/1994 15:00","0.0833","2.6548","Arctic cod","Boreogadus saida","21725","115","1.2","7.1","88","199401","185"
"128436","61.357","-174.33333","T-26","82","1994","07/20/1994 11:00","2.8006","143.5452","Arctic cod","Boreogadus saida","21725","77","-2.1","7.2","89","199401","179"
"128442","61.6465","-175.78017","U-28","82","1994","07/21/1994 11:00","0.3954","12.6767","Arctic cod","Boreogadus saida","21725","95","-2","6.6","89","199401","183"
"128472","61.6535","-176.46933","U-29","90","1994","07/21/1994 12:00","0.1068","4.2795","Arctic cod","Boreogadus saida","21725","104","-0.6","7","88","199401","184"
"134174","60.34075","-177.38887","Q-31","61","1995","07/21/1995 12:35",".02",".2003","Arctic cod","Boreogadus saida","21725","146","1.3","8.3","88","199501","183                                                                                                                                                                                                                                                                                                                                                                                             "
"134283","59.68267","-174.43862","O-27","62","1995","07/12/1995 10:21",".0168",".168","Arctic cod","Boreogadus saida","21725","113",".9","7.8","89","199501","180                                                                                                                                                                                                                                                                                                                                                                                             "
"134312","59.68597","-171.90113","O-23","43","1995","07/03/1995 08:55",".0255",".9812","Arctic cod","Boreogadus saida","21725","75","-1.5","7","89","199501","138                                                                                                                                                                                                                                                                                                                                                                                             "
"134402","60.35198","-174.75462","Q-27","62","1995","07/11/1995 14:47",".0196",".5879","Arctic cod","Boreogadus saida","21725","102","-.3","7.8","89","199501","176                                                                                                                                                                                                                                                                                                                                                                                           "
"134420","60.3577","-172.06202","Q-23","43","1995","07/02/1995 16:19",".0656","1.4077","Arctic cod","Boreogadus saida","21725","59","-1.3","7","89","199501","136                                                                                                                                                                                                                                                                                                                                                                                             "
"134550","59.81508","-172.9472","PO2524","43","1995","07/08/1995 12:13",".0185",".371","Arctic cod","Boreogadus saida","21725","79","-1.5","6.6","89","199501","160                                                                                                                                                                                                                                                                                                                                                                                           "
"134605","60.64558","-173.46497","R-25","41","1995","07/09/1995 09:52",".0204",".8159","Arctic cod","Boreogadus saida","21725","62","-1","7.5","89","199501","164                                                                                                                                                                                                                                                                                                                                                                                             "
"134693","59.31648","-169.8876","N-20","41","1995","07/01/1995 13:56",".0781","2.3535","Arctic cod","Boreogadus saida","21725","59","-.8","5.9","88","199501","115                                                                                                                                                                                                                                                                                                                                                                                            "
"134727","59.82853","-172.25687","PO2423","43","1995","07/08/1995 11:45",".0309",".5936","Arctic cod","Boreogadus saida","21725","73","-1.4","7.2","88","199501","143                                                                                                                                                                                                                                                                                                                                                                                         "
"135131","60.67083","-174.08197","R-26","41","1995","07/09/1995 12:13",".0364",".909","Arctic cod","Boreogadus saida","21725","84","-1.5","7.6","89","199501","165                                                                                                                                                                                                                                                                                                                                                                                            "
"135191","58.65838","-170.43572","L-21","41","1995","07/01/1995 08:57",".0187",".1868","Arctic cod","Boreogadus saida","21725","71","-1.1","4.4","89","199501","128                                                                                                                                                                                                                                                                                                                                                                                           "
"135367","60.67355","-174.76445","R-27","41","1995","07/09/1995 14:39",".1254","2.8671","Arctic cod","Boreogadus saida","21725","95","-1.3","7.4","89","199501","166                                                                                                                                                                                                                                                                                                                                                                                          "
"135603","59.99125","-170.61247","P-21","41","1995","07/02/1995 06:39",".0663","1.1058","Arctic cod","Boreogadus saida","21725","62","-1.4","6.6","88","199501","117                                                                                                                                                                                                                                                                                                                                                                                          "
"135627","59.99707","-172.62025","P-24","43","1995","07/08/1995 13:46",".0206","1.0277","Arctic cod","Boreogadus saida","21725","64","-1","7.3","88","199501","144                                                                                                                                                                                                                                                                                                                                                                                            "
"135644","60.6945","-172.12387","R-23","41","1995","07/02/1995 13:54",".0333",".5001","Arctic cod","Boreogadus saida","21725","59","-1.3","6.5","89","199501","135                                                                                                                                                                                                                                                                                                                                                                                            "
"135686","60.97722","-174.87972","S-27","82","1995","07/09/1995 16:56",".3104","9.8288","Arctic cod","Boreogadus saida","21725","91","-1.5","7.5","89","199501","167                                                                                                                                                                                                                                                                                                                                                                                          "
"135965","60.99213","-172.811","S-24","41","1995","07/09/1995 09:31",".0197",".1973","Arctic cod","Boreogadus saida","21725","64","-1.2","6.5","88","199501","147                                                                                                                                                                                                                                                                                                                                                                                             "
"135989","60.99637","-173.48337","S-25","41","1995","07/09/1995 11:55",".0392","1.9584","Arctic cod","Boreogadus saida","21725","75","-1.5","6.8","88","199501","148                                                                                                                                                                                                                                                                                                                                                                                          "
"136085","59.33768","-171.18717","N-22","41","1995","07/03/1995 09:07",".0439",".4012","Arctic cod","Boreogadus saida","21725","73","-1.5","6.8","88","199501","124                                                                                                                                                                                                                                                                                                                                                                                           "
"136167","60.00117","-173.24567","P-25","43","1995","07/08/1995 14:16",".042","7.9711","Arctic cod","Boreogadus saida","21725","73","-1.2","7","89","199501","161                                                                                                                                                                                                                                                                                                                                                                                             "
"136198","60.01175","-171.31393","P-22","41","1995","07/02/1995 18:12",".0227","1.3648","Arctic cod","Boreogadus saida","21725","68","-1.5","6","88","199501","122                                                                                                                                                                                                                                                                                                                                                                                            "
"136441","60.01205","-169.98877","P-20","41","1995","07/02/1995 08:55",".0325",".6544","Arctic cod","Boreogadus saida","21725","53","-.6","6.3","88","199501","118                                                                                                                                                                                                                                                                                                                                                                                            "
"136492","61.00445","-172.1097","S-23","41","1995","07/02/1995 11:23",".0701","2.1018","Arctic cod","Boreogadus saida","21725","62","-1.3","6.2","89","199501","134                                                                                                                                                                                                                                                                                                                                                                                           "
"136506","61.00992","-174.17678","S-26","41","1995","07/10/1995 16:47",".043","3.2224","Arctic cod","Boreogadus saida","21725","80","-1.6","7.4","88","199501","155                                                                                                                                                                                                                                                                                                                                                                                           "
"136645","59.35938","-171.83238","N-23","43","1995","07/03/1995 11:24",".0199",".5975","Arctic cod","Boreogadus saida","21725","79","-1.5","6.8","89","199501","139                                                                                                                                                                                                                                                                                                                                                                                           "
"136749","60.02495","-171.96017","P-23","43","1995","07/03/1995 06:23",".02",".2003","Arctic cod","Boreogadus saida","21725","64","-1","6.6","89","199501","137                                                                                                                                                                                                                                                                                                                                                                                               "
"136793","61.01657","-175.55253","S-28","90","1995","07/11/1995 08:54",".0799","2.3962","Arctic cod","Boreogadus saida","21725","102","-1.2","7.2","89","199501","174                                                                                                                                                                                                                                                                                                                                                                                         "
"136849","61.3194","-174.98545","T-27","82","1995","07/10/1995 06:27",".1219","4.0039","Arctic cod","Boreogadus saida","21725","88","-1.2","7.2","89","199501","168                                                                                                                                                                                                                                                                                                                                                                                           "
